State,Job,Median Salary,Description,2022,2021,2020,2019,2018 
New Hampshire,Physical Therapist,76183,Level I(Junior/Apprentice/Entry)-70779 & LevelII(Senior) -76183,76183,75719,75662,81434,74298
New Hampshire,Web Developer,81065,Level I(Junior/Apprentice/Entry)-76467 & LevelII(Senior)-81065,81065,75122,73758,82205,78592
New Hampshire,Dental Hygienist,72403,Level I(Junior/Apprentice/Entry)-67722 & LevelII(Senior)-72403,72403,64882,64937,70498,73151
New Hampshire,Occupational Therapist,72961,Level I(Junior/Apprentice/Entry)-67871 & LevelII(Senior) -72961,72961,71188,72961,79616,72552
New Hampshire,Veterinarian,88136,Level I(Junior/Apprentice/Entry)-87118 & LevelII(Senior)-88136,88136,77850,78650,84799,87230
New Hampshire,Computer Programmer,76520,Level I(Junior/Apprentice/Entry)-72845 & LevelII(Senior)-76520,76520,70019,66826,75153,75862
New Hampshire,School Psychologist,71334,Level I(Junior/Apprentice/Entry)-68442 & LevelII(Senior)-71334,71334,62740,66812,72645,71505
New Hampshire,Physical Therapist Assistant,56430,Level I(Junior/Apprentice/Entry)-55239 & LevelII(Senior)-56430,56430,49051,46144,55011,53608
New Hampshire,Interpreter & Translator,45278,Level I(Junior/Apprentice/Entry)-40463 & LevelII(Senior)-45278,45278,41337,39662,48550,49192
New Hampshire,Mechanical Engineer,70957,Level I(Junior/Apprentice/Entry)-66414 & LevelII(Senior) -70957,70957,74309,70568,79790,70902
New Hampshire,Veterinary Technologist & Technician,28564,Level I(Junior/Apprentice/Entry)-23368 & LevelII(Senior) -28564,28564,27851,27248,33815,24716
New Hampshire,Epidemiologist,65511,Level I(Junior/Apprentice/Entry)-63652 & LevelII(Senior)-65511,65511,61397,63520,66179,68610
New Hampshire,IT Manager,114678,Level I(Junior/Apprentice/Entry)-113476 & LevelII(Senior) -114678,114678,114678,115387,120521,115062
New Hampshire,Market Research Analyst,63854,Level I(Junior/Apprentice/Entry)-59039 & LevelII(Senior)-63854,63854,58603,56060,62618,62639
New Hampshire,Diagnostic Medical Sonographer,61735,Level I(Junior/Apprentice/Entry)-58103 & LevelII(Senior) -61735,61735,60214,60595,70206,62162
New Hampshire,Computer Systems Administrator,65880,Level I(Junior/Apprentice/Entry)-64021 & LevelII(Senior) -65880,65880,65880,69223,72161,66372
New Hampshire,Respiratory Therapist,56541,Level I(Junior/Apprentice/Entry)-55676 & LevelII(Senior)-56541,56541,54332,52458,57209,60282
New Hampshire,Medical Secretary,33671,Level I(Junior/Apprentice/Entry)-32095 & LevelII(Senior)-33671,33671,26917,26056,36003,36656
New Hampshire,Civil Engineer,81373,Level I(Junior/Apprentice/Entry)-80182 & LevelII(Senior)-81373,81373,74692,76193,80863,82230
New Hampshire,Substance Abuse Counselor,43944,Level I(Junior/Apprentice/Entry)-40511 & LevelII(Senior)-43944,43944,34250,33450,43964,39558
New Hampshire,Speech-Language Pathologist,72042,Level I(Junior/Apprentice/Entry)-70851 & LevelII(Senior)-72042,72042,66861,64218,70897,74554
New Hampshire,Landscaper & Groundskeeper,26433,Level I(Junior/Apprentice/Entry)-23185 & LevelII(Senior)-26433,26433,18086,22308,26758,26758
New Hampshire,Radiologic Technologist ,57096,Level I(Junior/Apprentice/Entry)-56078 & LevelII(Senior)-57096,57096,54329,50724,58443,58768
New Hampshire,Cost Estimator,63121,Level I(Junior/Apprentice/Entry)-58440 & LevelII(Senior)-63121,63121,56229,56172,59631,60016
New Hampshire,Financial Advisor,69913,Level I(Junior/Apprentice/Entry)-66281 & LevelII(Senior)-69913,69913,65462,64191,68769,67682
New Hampshire,Marriage & Family Therapist,44151,Level I(Junior/Apprentice/Entry)-41862 & LevelII(Senior) -44151,44151,43007,42936,49944,45575
New Hampshire,Medical Assistant,30318,Level I(Junior/Apprentice/Entry)-26643 & LevelII(Senior)-30318,30318,25625,28282,31047,32804
New Hampshire,Lawyer,109040,Level I(Junior/Apprentice/Entry)-106772 & LevelII(Senior) -109040,109040,108398,111471,118126,109826
New Hampshire,Accountant,63315,Level I(Junior/Apprentice/Entry)-58772 & LevelII(Senior)-63315,63315,58775,57254,65883,67540
New Hampshire,Compliance Officer,64730,Level I(Junior/Apprentice/Entry)-59306 & LevelII(Senior)-64730,64730,55644,55625,63688,65864
New Hampshire,High School Teacher,59794,Level I(Junior/Apprentice/Entry)-58592 & LevelII(Senior)-59794,59794,53352,49280,55946,57262
New Hampshire,Clinical Laboratory Technician,34651,Level I(Junior/Apprentice/Entry)-31218 & LevelII(Senior) -34651,34651,33692,32125,41483,32650
New Hampshire,Maintenance & Repair Worker,40526,Level I(Junior/Apprentice/Entry)-37022 & LevelII(Senior)-40526,40526,31655,30398,39928,40126
New Hampshire,"Bookkeeping, Accounting, & Audit Clerk",33539,Level I(Junior/Apprentice/Entry)-28115 & LevelII(Senior) -33539,33539,30187,29798,40134,29915
New Hampshire,Financial Manager,108525,Level I(Junior/Apprentice/Entry)-106949 & LevelII(Senior)-108525,108525,104768,103985,112456,110583
New Hampshire,Recreation & Fitness Worker,25906,Level I(Junior/Apprentice/Entry)-22983 & LevelII(Senior) -25906,25906,26398,26398,36754,27040
New Hampshire,Insurance Agent,52246,Level I(Junior/Apprentice/Entry)-46842 & LevelII(Senior)-52246,52246,42769,45182,49026,49309
New Hampshire,Elementary School Teacher,57408,Level I(Junior/Apprentice/Entry)-56608 & LevelII(Senior)-57408,57408,48212,49178,55078,54669
New Hampshire,Dental Assistant,38683,Level I(Junior/Apprentice/Entry)-35008 & LevelII(Senior)-38683,38683,28944,32281,36351,37063
New Hampshire,Management Analyst,74769,Level I(Junior/Apprentice/Entry)-71137 & LevelII(Senior) -74769,74769,73644,73625,79458,73508
New Hampshire,Home Health Aide,25734,Level I(Junior/Apprentice/Entry)-21444 & LevelII(Senior)-25734,25734,18021,18042,23233,24600
New Hampshire,Pharmacy Technician,31142,Level I(Junior/Apprentice/Entry)-25946 & LevelII(Senior)-31142,31142,25397,25144,34621,33615
New Hampshire,Construction Manager,83575,Level I(Junior/Apprentice/Entry)-79285 & LevelII(Senior) -83575,83575,79759,81548,86708,82151
New Hampshire,Public Relations Specialist,59220,Level I(Junior/Apprentice/Entry)-58202 & LevelII(Senior)-59220,59220,51841,50459,58926,57563
New Hampshire,Middle School Teacher,58544,Level I(Junior/Apprentice/Entry)-57353 & LevelII(Senior)-58544,58544,48208,50929,58072,56772
New Hampshire,Massage Therapist,32165,Level I(Junior/Apprentice/Entry)-27622 & LevelII(Senior) -32165,32165,34649,33629,40655,31159
New Hampshire,Paramedic,26142,Level I(Junior/Apprentice/Entry)-20946 & LevelII(Senior) -26142,26142,25544,26197,34173,25316
New Hampshire,Preschool Teacher,28929,Level I(Junior/Apprentice/Entry)-24114 & LevelII(Senior)-28929,28929,25840,22042,28929,27658
New Hampshire,Hairdresser,20329,Level I(Junior/Apprentice/Entry)-15133 & LevelII(Senior) -20329,20329,17450,17136,27221,17136
New Hampshire,Marketing Manager,111578,Level I(Junior/Apprentice/Entry)-106782 & LevelII(Senior) -111578,111578,111695,114242,117310,111695
New Hampshire,Patrol Officer,59754,Level I(Junior/Apprentice/Entry)-54822 & LevelII(Senior)-59754,59754,49649,53465,58928,55348
New Hampshire,School Counselor,49434,Level I(Junior/Apprentice/Entry)-48243 & LevelII(Senior) -49434,49434,51707,51197,56377,50998
New Hampshire,Executive Assistant,49970,Level I(Junior/Apprentice/Entry)-47078 & LevelII(Senior)-49970,49970,44880,40484,50278,46698
New Hampshire,Financial Analyst,79063,Level I(Junior/Apprentice/Entry)-77204 & LevelII(Senior)-79063,79063,72707,71087,79305,80311
New Hampshire,Personal Care Aide,15460,Level I(Junior/Apprentice/Entry)-11785 & LevelII(Senior) -15460,15460,16827,16246,24840,16502
New Hampshire,Clinical Social Worker,50831,Level I(Junior/Apprentice/Entry)-47199 & LevelII(Senior)-50831,50831,45728,43216,53710,49638
New Hampshire,Business Operations Manager,100446,Level I(Junior/Apprentice/Entry)-96775 & LevelII(Senior)-100446,100446,94059,94450,98754,97518
New Hampshire,Loan Officer,57665,Level I(Junior/Apprentice/Entry)-53067 & LevelII(Senior) -57665,57665,53334,56262,63211,55638
New Hampshire,"Meeting, Convention & Event Planner",51063,Level I(Junior/Apprentice/Entry)-46382 & LevelII(Senior)-51063,51063,41588,41324,51335,48096
New Hampshire,Mental Health Counselor,34238,Level I(Junior/Apprentice/Entry)-33438 & LevelII(Senior) -34238,34238,33766,38152,42062,34374
New Hampshire,Nursing Aide,19880,Level I(Junior/Apprentice/Entry)-15199 & LevelII(Senior) -19880,19880,20922,21902,27062,19374
New Hampshire,Sales Representative,51451,Level I(Junior/Apprentice/Entry)-46853 & LevelII(Senior) -51451,51451,50848,48925,56988,49197
New Hampshire,Architect,78844,Level I(Junior/Apprentice/Entry)-77979 & LevelII(Senior)-78844,78844,68759,68625,78255,75729
New Hampshire,Sales Manager,106446,Level I(Junior/Apprentice/Entry)-105646 & LevelII(Senior)-106446,106446,100785,99382,102852,106331
New Hampshire,HR Specialist,53208,Level I(Junior/Apprentice/Entry)-48393 & LevelII(Senior) -53208,53208,50735,48986,55986,49478
New Hampshire,Plumber,50373,Level I(Junior/Apprentice/Entry)-45177 & LevelII(Senior)-50373,50373,43775,42046,52131,51740
New Hampshire,Real Estate Agent,37894,Level I(Junior/Apprentice/Entry)-35683 & LevelII(Senior) -37894,37894,38452,34046,43141,34789
New Hampshire,Glazier,40883,Level I(Junior/Apprentice/Entry)-36340 & LevelII(Senior)-40883,40883,33946,32254,39026,41082
New Hampshire,Art Director,77728,Level I(Junior/Apprentice/Entry)-76928 & LevelII(Senior) -77728,77728,80169,79092,86784,75956
New Hampshire,Customer Service Representative,33522,Level I(Junior/Apprentice/Entry)-28726 & LevelII(Senior)-33522,33522,27197,25540,36034,36054
New Hampshire,Logistician,67115,Level I(Junior/Apprentice/Entry)-65539 & LevelII(Senior) -67115,67115,68255,71130,75605,67387
New Hampshire,Auto Mechanic,30984,Level I(Junior/Apprentice/Entry)-25788 & LevelII(Senior) -30984,30984,34604,34989,41270,31637
New Hampshire,Bus Driver,33431,Level I(Junior/Apprentice/Entry)-28235 & LevelII(Senior) -33431,33431,30630,32216,36922,31430
New Hampshire,Restaurant Cook,19812,Level I(Junior/Apprentice/Entry)-16308 & LevelII(Senior) -19812,19812,16676,19869,24291,18832
New Hampshire,Child & Family Social Worker,38821,Level I(Junior/Apprentice/Entry)-34140 & LevelII(Senior) -38821,38821,36390,37005,41545,36390
New Hampshire,Administrative Assistant,37294,Level I(Junior/Apprentice/Entry)-35547 & LevelII(Senior)-37294,37294,29659,26938,37274,35118
New Hampshire,Receptionist,27608,Level I(Junior/Apprentice/Entry)-26808 & LevelII(Senior)-27608,27608,19936,23764,30536,28844
New Hampshire,Paralegal,47921,Level I(Junior/Apprentice/Entry)-46903 & LevelII(Senior)-47921,47921,45930,45930,48306,48941
New Hampshire,Cement Mason & Concrete Finisher,36300,Level I(Junior/Apprentice/Entry)-34032 & LevelII(Senior)-36300,36300,30568,31868,36691,36702
New Hampshire,Painter,30226,Level I(Junior/Apprentice/Entry)-29208 & LevelII(Senior) -30226,30226,32707,32382,36648,32197
New Hampshire,Sports Coach,23774,Level I(Junior/Apprentice/Entry)-20341 & LevelII(Senior) -23774,23774,24899,23755,32074,26281
New Hampshire,Teacher Assistant,22880,Level I(Junior/Apprentice/Entry)-17456 & LevelII(Senior) -22880,22880,18256,21469,24480,22662
New Hampshire,Brickmason & Blockmason,41416,Level I(Junior/Apprentice/Entry)-37745 & LevelII(Senior) -41416,41416,45638,42297,47858,43208
New Hampshire,Cashier,19848,Level I(Junior/Apprentice/Entry)-16415 & LevelII(Senior)-19848,19848,16562,14540,23428,23120
New Hampshire,Janitor,17066,Level I(Junior/Apprentice/Entry)-13434 & LevelII(Senior) -17066,17066,19547,17538,24738,20202
New Hampshire,Electrician,44534,Level I(Junior/Apprentice/Entry)-42245 & LevelII(Senior) -44534,44534,48312,48465,54754,46082
New Hampshire,Delivery Truck Driver,24682,Level I(Junior/Apprentice/Entry)-22935 & LevelII(Senior) -24682,24682,24348,27421,32528,24682
New Hampshire,Maid & Housekeeper,14094,Level I(Junior/Apprentice/Entry)-10590 & LevelII(Senior) -14094,14094,14609,14692,24486,17431
New Hampshire,Carpenter,44891,Level I(Junior/Apprentice/Entry)-41220 & LevelII(Senior)-44891,44891,38351,36706,45025,43133
New Hampshire,Security Guard,26141,Level I(Junior/Apprentice/Entry)-23218 & LevelII(Senior)-26141,26141,21719,20259,25789,27601
New Hampshire,Construction Worker,34854,Level I(Junior/Apprentice/Entry)-31222 & LevelII(Senior)-34854,34854,25775,25775,34265,34874
New Hampshire,Fabricator,34552,Level I(Junior/Apprentice/Entry)-31119 & LevelII(Senior) -34552,34552,32066,31899,39003,33281
New Hampshire,Telemarketer,26462,Level I(Junior/Apprentice/Entry)-23539 & LevelII(Senior)-26462,26462,22379,20066,27860,28994
New Hampshire,Actuary,71687,Level I(Junior/Apprentice/Entry)-68439 & LevelII(Senior) -71687,71687,68750,68750,74564,71278
New Hampshire,Biomedical-Engineer,64276,Level I(Junior/Apprentice/Entry)-60601 & LevelII(Senior) -64276,64276,61803,64613,67337,62230
New Hampshire,Aerospace Engineer,70665,Level I(Junior/Apprentice/Entry)-67232 & LevelII(Senior)-70665,70665,63722,61837,70067,67680
New Hampshire,Agricultural Engineer,54341,Level I(Junior/Apprentice/Entry)-52594 & LevelII(Senior) -54341,54341,58965,58189,60967,56133
New Hampshire,Anthropologist,54272,Level I(Junior/Apprentice/Entry)-53081 & LevelII(Senior) -54272,54272,50039,50039,60887,54261
New Hampshire,Baker,31358,Level I(Junior/Apprentice/Entry)-29090 & LevelII(Senior) -31358,31358,28878,27951,37147,30690
New Hampshire,Lab technician,47929,Level I(Junior/Apprentice/Entry)-45718 & LevelII(Senior) -47929,47929,46547,47326,55014,45675
New Hampshire,Chemical Engineer,65289,Level I(Junior/Apprentice/Entry)-59885 & LevelII(Senior) -65289,65289,65897,65897,73941,67061
New Hampshire,Biologist,55162,Level I(Junior/Apprentice/Entry)-53586 & LevelII(Senior) -55162,55162,53288,50776,57927,51365
New Hampshire,Biochemist,60073,Level I(Junior/Apprentice/Entry)-59273 & LevelII(Senior) -60073,60073,64295,61826,69001,64697
New Hampshire,Executive,74460,Level I(Junior/Apprentice/Entry)-72249 & LevelII(Senior)-74460,74460,64721,65627,70717,74849
New Hampshire,Clinical Researcher,58159,Level I(Junior/Apprentice/Entry)-53561 & LevelII(Senior)-58159,58159,49556,49398,59892,59684
New Hampshire,Military Officer,46696,Level I(Junior/Apprentice/Entry)-43804 & LevelII(Senior) -46696,46696,46715,49935,56307,48263
New Hampshire,Military Inspector,55861,Level I(Junior/Apprentice/Entry)-52186 & LevelII(Senior) -55861,55861,58475,57204,64897,54297
New Hampshire,Military Administrator,65580,Level I(Junior/Apprentice/Entry)-62076 & LevelII(Senior)-65580,65580,61455,58114,66947,66161
New Hampshire,Crane Operator,51060,Level I(Junior/Apprentice/Entry)-46128 & LevelII(Senior)-51060,51060,44536,45569,49287,50676
New Hampshire,Military Cook,44594,Level I(Junior/Apprentice/Entry)-43018 & LevelII(Senior) -44594,44594,42567,42567,48707,43600
New Hampshire,Auditor,55700,Level I(Junior/Apprentice/Entry)-53841 & LevelII(Senior) -55700,55700,52175,53826,61514,53214
New Hampshire,Security Manager,50915,Level I(Junior/Apprentice/Entry)-49056 & LevelII(Senior) -50915,50915,51082,50043,60010,50954
New Hampshire,Medical Administrator,151777,Level I(Junior/Apprentice/Entry)-148344 & LevelII(Senior)-151777,151777,144673,144084,152411,152921
New Hampshire,Court Clerk,45125,Level I(Junior/Apprentice/Entry)-40193 & LevelII(Senior) -45125,45125,48705,48521,50925,44927
New Hampshire,Nutritionist,40696,Level I(Junior/Apprentice/Entry)-36015 & LevelII(Senior) -40696,40696,40382,43497,51210,44921
New Hampshire,Economist,73538,Level I(Junior/Apprentice/Entry)-68940 & LevelII(Senior)-73538,73538,70661,68849,73722,77335
New Hampshire,Security Consultant,57500,Level I(Junior/Apprentice/Entry)-54252 & LevelII(Senior) -57500,57500,56264,58566,63016,56520
New Hampshire,Editor,73336,Level I(Junior/Apprentice/Entry)-72318 & LevelII(Senior)-73336,73336,70612,70612,77403,73489
New Hampshire,Reporter,61173,Level I(Junior/Apprentice/Entry)-55977 & LevelII(Senior) -61173,61173,60545,63046,68180,64778
New Hampshire,Fashion Designer,63681,Level I(Junior/Apprentice/Entry)-61413 & LevelII(Senior)-63681,63681,57664,59587,67077,66111
New Hampshire,Quantity Surveyor,67276,Level I(Junior/Apprentice/Entry)-64353 & LevelII(Senior) -67276,67276,68921,68491,72639,67105
New Hampshire,Fire Fighter,41854,Level I(Junior/Apprentice/Entry)-38931 & LevelII(Senior) -41854,41854,41854,42052,51846,44361
New Hampshire,Warden,46458,Level I(Junior/Apprentice/Entry)-44599 & LevelII(Senior)-46458,46458,38529,40287,44957,48025
New Hampshire,Prison administrator,76308,Level I(Junior/Apprentice/Entry)-71218 & LevelII(Senior)-76308,76308,70247,70039,78947,76461
New Hampshire,Food Scientist,64877,Level I(Junior/Apprentice/Entry)-61954 & LevelII(Senior)-64877,64877,54855,56155,64468,61534
New Hampshire,Game Designer,73951,Level I(Junior/Apprentice/Entry)-72092 & LevelII(Senior)-73951,73951,67670,71013,73560,77692
New Hampshire,Data Analyst,72386,Level I(Junior/Apprentice/Entry)-68953 & LevelII(Senior) -72386,72386,72386,71075,80180,71347
New Hampshire,Computer Security Analyst,79908,Level I(Junior/Apprentice/Entry)-75093 & LevelII(Senior) -79908,79908,79168,79552,83818,80941
New Hampshire,Finance Executive,87030,Level I(Junior/Apprentice/Entry)-86165 & LevelII(Senior) -87030,87030,87977,86509,89795,85273
New Hampshire,Lecturer,64731,Level I(Junior/Apprentice/Entry)-61808 & LevelII(Senior) -64731,64731,64949,60659,70430,62074
New Hampshire,Industrial Engineer,64389,Level I(Junior/Apprentice/Entry)-60718 & LevelII(Senior) -64389,64389,62925,63096,67791,64389
New Hampshire,Safety Administrator,57121,Level I(Junior/Apprentice/Entry)-53873 & LevelII(Senior) -57121,57121,57227,56893,65750,58884
New Hampshire,Interior Designer,50969,Level I(Junior/Apprentice/Entry)-45879 & LevelII(Senior) -50969,50969,55101,55036,59405,53633
New Hampshire,Film Director,70636,Level I(Junior/Apprentice/Entry)-69618 & LevelII(Senior) -70636,70636,71928,71928,80113,70500
New Hampshire,Judge,77597,Level I(Junior/Apprentice/Entry)-75308 & LevelII(Senior)-77597,77597,72218,70426,77041,79354
New Hampshire,Law Clerk,41695,Level I(Junior/Apprentice/Entry)-37097 & LevelII(Senior) -41695,41695,39932,41695,46987,44110
New Hampshire,Inteligence Analyst,65471,Level I(Junior/Apprentice/Entry)-62548 & LevelII(Senior) -65471,65471,64089,64361,73719,64306
New Hampshire,Jeweler,58709,Level I(Junior/Apprentice/Entry)-53285 & LevelII(Senior)-58709,58709,51243,50590,56651,61210
New Hampshire,Postal Officer,35964,Level I(Junior/Apprentice/Entry)-31283 & LevelII(Senior)-35964,35964,31660,31442,34728,34319
New Hampshire,Mail Clerk,32956,Level I(Junior/Apprentice/Entry)-31097 & LevelII(Senior) -32956,32956,35014,30683,40969,35014
New Hampshire,Police Director,85738,Level I(Junior/Apprentice/Entry)-80648 & LevelII(Senior)-85738,85738,76208,75944,84772,85430
New Hampshire,Training Officer,58258,Level I(Junior/Apprentice/Entry)-53577 & LevelII(Senior)-58258,58258,51194,50566,60786,61414
New Hampshire,Manufacturing Engineer,79773,Level I(Junior/Apprentice/Entry)-74349 & LevelII(Senior)-79773,79773,75985,72035,79139,81940
New Hampshire,Butcher,32573,Level I(Junior/Apprentice/Entry)-27777 & LevelII(Senior)-32573,32573,27012,29287,33414,33823
New Hampshire,Health Inspector,81607,Level I(Junior/Apprentice/Entry)-76183 & LevelII(Senior)-81607,81607,76730,75040,83128,81607
New Hampshire,Health Officer,72459,Level I(Junior/Apprentice/Entry)-67861 & LevelII(Senior) -72459,72459,69323,72516,76995,72980
New Hampshire,Health Administrator,75178,Level I(Junior/Apprentice/Entry)-71503 & LevelII(Senior)-75178,75178,66998,71130,75562,75178
New Hampshire,Medical Secretaries,35372,Level I(Junior/Apprentice/Entry)-33513 & LevelII(Senior)-35372,35372,30737,29489,36438,37418
New Hampshire,Microbiologist,35379,Level I(Junior/Apprentice/Entry)-32131 & LevelII(Senior) -35379,35379,32899,34823,41994,31972
New Hampshire,Midwife,30889,Level I(Junior/Apprentice/Entry)-26208 & LevelII(Senior) -30889,30889,34552,33711,38493,32066
New Hampshire,Weapons Specialist,61841,Level I(Junior/Apprentice/Entry)-56417 & LevelII(Senior)-61841,61841,55941,57362,63863,63006
New Hampshire,Municipal Clerk,41381,Level I(Junior/Apprentice/Entry)-39522 & LevelII(Senior)-41381,41381,34627,34374,44102,41029
New Hampshire,Music Director,66658,Level I(Junior/Apprentice/Entry)-63026 & LevelII(Senior)-66658,66658,59487,57559,65915,63093
New Hampshire,Music Therapist,41500,Level I(Junior/Apprentice/Entry)-37825 & LevelII(Senior)-41500,41500,32778,34142,40081,37275
New Hampshire,Psychiatrist,70692,Level I(Junior/Apprentice/Entry)-65896 & LevelII(Senior)-70692,70692,62376,64129,69547,68665
New Hampshire,Nuclear Engineer,76424,Level I(Junior/Apprentice/Entry)-75624 & LevelII(Senior)-76424,76424,69242,69923,75057,76424
New Hampshire,Nanotechnology Engineer,75978,Level I(Junior/Apprentice/Entry)-72346 & LevelII(Senior)-75978,75978,66207,67626,76493,72488
New Hampshire,Museum Technician,33359,Level I(Junior/Apprentice/Entry)-29688 & LevelII(Senior) -33359,33359,34770,30166,37781,32647
New Hampshire,Neurologist,77766,Level I(Junior/Apprentice/Entry)-74262 & LevelII(Senior)-77766,77766,71265,71923,79845,76355
New Hampshire,Diagnostician,84191,Level I(Junior/Apprentice/Entry)-79648 & LevelII(Senior)-84191,84191,76147,77439,82145,85758
New Hampshire,Gynecologist,71264,Level I(Junior/Apprentice/Entry)-68996 & LevelII(Senior) -71264,71264,69022,67857,74202,69563
New Hampshire,Peadetrician,72833,Level I(Junior/Apprentice/Entry)-67409 & LevelII(Senior)-72833,72833,64181,67374,71444,75009
New Hampshire,Pilot,79767,Level I(Junior/Apprentice/Entry)-76135 & LevelII(Senior) -79767,79767,77839,79054,83090,80152
New Hampshire,Power Plant Operator,58669,Level I(Junior/Apprentice/Entry)-53988 & LevelII(Senior) -58669,58669,59099,57454,61758,55554
New Hampshire,Political Analyst,74616,Level I(Junior/Apprentice/Entry)-71368 & LevelII(Senior)-74616,74616,65086,66052,73188,71952
New Hampshire,Private Detective,50788,Level I(Junior/Apprentice/Entry)-47896 & LevelII(Senior) -50788,50788,50454,55013,60168,52207
New Hampshire,Quality Control Analyst,62744,Level I(Junior/Apprentice/Entry)-61726 & LevelII(Senior)-62744,62744,54392,54392,60264,62506
New Hampshire,Radiology Technician,65398,Level I(Junior/Apprentice/Entry)-60800 & LevelII(Senior)-65398,65398,57908,58532,65615,64432
New Hampshire,Pathologist,67745,Level I(Junior/Apprentice/Entry)-62949 & LevelII(Senior) -67745,67745,71152,69451,74632,70596
New Hampshire,Funeral Manager,64030,Level I(Junior/Apprentice/Entry)-62839 & LevelII(Senior) -64030,64030,62885,64912,70592,64030
New Hampshire,Licence Officer,38671,Level I(Junior/Apprentice/Entry)-33856 & LevelII(Senior) -38671,38671,40599,36751,43366,37632
New Hampshire,State representative,71998,Level I(Junior/Apprentice/Entry)-68366 & LevelII(Senior)-71998,71998,64532,65571,72508,72579
New Hampshire,Sculptor,65477,Level I(Junior/Apprentice/Entry)-61802 & LevelII(Senior)-65477,65477,57041,55947,62292,62404
New Hampshire,Art Restorer,64484,Level I(Junior/Apprentice/Entry)-60194 & LevelII(Senior)-64484,64484,60180,56299,61780,61845
New Hampshire,Artifact Curator,50039,Level I(Junior/Apprentice/Entry)-45496 & LevelII(Senior) -50039,50039,50865,54663,60144,50267
New Hampshire,Tailor,44524,Level I(Junior/Apprentice/Entry)-40234 & LevelII(Senior)-44524,44524,36080,35852,45957,43023
New Hampshire,Shoe Maker,36959,Level I(Junior/Apprentice/Entry)-35383 & LevelII(Senior) -36959,36959,34374,34489,43713,35538
New Hampshire,Traffic Control Officer,33746,Level I(Junior/Apprentice/Entry)-31457 & LevelII(Senior) -33746,33746,37423,37979,44574,37594
New Hampshire,Meteorology Engineer,63310,Level I(Junior/Apprentice/Entry)-59020 & LevelII(Senior) -63310,63310,60288,60596,65904,64086
New Hampshire,Meteorology Administrator,63221,Level I(Junior/Apprentice/Entry)-60953 & LevelII(Senior) -63221,63221,65705,61700,71186,66031
New Hampshire,Spa Manager,30266,Level I(Junior/Apprentice/Entry)-25070 & LevelII(Senior) -30266,30266,32166,31999,36861,31380
New Hampshire,Surgeon,89563,Level I(Junior/Apprentice/Entry)-84473 & LevelII(Senior) -89563,89563,87261,85675,92512,89747
New Hampshire,Chauffeur,42062,Level I(Junior/Apprentice/Entry)-38391 & LevelII(Senior)-42062,42062,36902,33746,40188,44102
New Hampshire,Bank Teller,43749,Level I(Junior/Apprentice/Entry)-40117 & LevelII(Senior) -43749,43749,45872,44383,47874,41740
New Hampshire,Watch Repairer,35674,Level I(Junior/Apprentice/Entry)-33406 & LevelII(Senior)-35674,35674,27489,30594,35802,36851
New Hampshire,Writer,42513,Level I(Junior/Apprentice/Entry)-38842 & LevelII(Senior) -42513,42513,40741,44954,47010,42897
New Hampshire,Waiter,20559,Level I(Junior/Apprentice/Entry)-19368 & LevelII(Senior) -20559,20559,19906,20287,30298,22813
New Hampshire,Roofer,45027,Level I(Junior/Apprentice/Entry)-44227 & LevelII(Senior)-45027,45027,34671,34671,41179,40794
New Hampshire,Supply Chain Manager,74136,Level I(Junior/Apprentice/Entry)-69846 & LevelII(Senior) -74136,74136,75130,73784,79428,74804
New Hampshire,Property Manager,66222,Level I(Junior/Apprentice/Entry)-61026 & LevelII(Senior) -66222,66222,66222,65082,74440,68879
New Hampshire,Risk Assessment Manager,64112,Level I(Junior/Apprentice/Entry)-61220 & LevelII(Senior) -64112,64112,65798,63870,69292,64653
New Hampshire,Soil Analyst,62649,Level I(Junior/Apprentice/Entry)-59726 & LevelII(Senior) -62649,62649,61082,63629,66697,61299
New Hampshire,Catering Specialist,62184,Level I(Junior/Apprentice/Entry)-57094 & LevelII(Senior) -62184,62184,62803,62184,69722,62970
New Jersey,Dentist,148154,Level I(Junior/Apprentice/Entry)-143473 & LevelII(Senior)-148154,148154,137935,139317,147946,145642
New Jersey,Nurse,64588,Level I(Junior/Apprentice/Entry)-61155 & LevelII(Senior) -64588,64588,60994,62898,71214,62898
New Jersey,Pharmacist,117700,Level I(Junior/Apprentice/Entry)-115841 & LevelII(Senior)-117700,117700,112392,111142,116333,118834
New Jersey,Computer Systems Analyst,74995,Level I(Junior/Apprentice/Entry)-73804 & LevelII(Senior) -74995,74995,73989,75422,79535,73855
New Jersey,Physician,182079,Level I(Junior/Apprentice/Entry)-178404 & LevelII(Senior) -182079,182079,180022,179638,186518,178074
New Jersey,Database Administrator,77137,Level I(Junior/Apprentice/Entry)-72205 & LevelII(Senior)-77137,77137,70300,70458,79065,80586
New Jersey,Software Developer,93034,Level I(Junior/Apprentice/Entry)-91832 & LevelII(Senior)-93034,93034,87262,87262,94326,91741
New Jersey,Physical Therapist,81601,Level I(Junior/Apprentice/Entry)-79742 & LevelII(Senior)-81601,81601,75641,73387,82726,82473
New Jersey,Web Developer,72709,Level I(Junior/Apprentice/Entry)-69817 & LevelII(Senior) -72709,72709,76525,71986,80313,75814
New Jersey,Dental Hygienist,71769,Level I(Junior/Apprentice/Entry)-69501 & LevelII(Senior)-71769,71769,64799,66232,71339,74884
